"PC1","PC2","NH4","NO3","PO4","dir_code","moisture","Season","Year","MT","Treatment","Site","date","ID2","time_f","time","CN","pH"
-0.634254418398542,-1.9434154027493,0.482,0.058,0,"a",33.5,"Fall",2021,"EcM","Cut","14_6","Fall.2021","14_6_a","7",8,28.0124714843144,5.55333333333333
-0.657925021225895,-1.92147848065162,0.485,0.025,0,"a",33.5,"Summer",2021,"EcM","Cut","14_6","Summer.2021","14_6_a","3",4,28.0124714843144,5.55333333333333
-0.056640975686968,0.132912489657569,1e-04,0.0071,0,"a",32,"Summer",2022,"EcM","Cut","14_6","Summer.2022","14_6_a","15",16,28.0124714843144,5.55333333333333
-1.20958428397937,-3.50429039878323,0.694,0.441,0.236,"b",36.6,"Fall",2020,"EcM","Cut","14_6","Fall.2020","14_6_b","0",1,29.4983096014325,5.21666666666667
-0.631302663082292,-0.638861415814671,0.133,0.024,0,"b",36.6,"Fall",2021,"EcM","Cut","14_6","Fall.2021","14_6_b","7",8,29.4983096014325,5.21666666666667
-0.697617055195811,-0.872633321246889,0.187,0.039,0,"b",36.6,"Summer",2021,"EcM","Cut","14_6","Summer.2021","14_6_b","3",4,29.4983096014325,5.21666666666667
-0.460514097528214,-0.0793606112800698,5e-04,0.00086,0,"b",36.6,"Summer",2022,"EcM","Cut","14_6","Summer.2022","14_6_b","15",16,29.4983096014325,5.21666666666667
-0.000843816227407451,-0.386596264754639,0,0.438,0,"c",33.5,"Fall",2020,"EcM","Cut","14_6","Fall.2020","14_6_c","0",1,28.8208735611444,5.41666666666667
-0.916369216280664,0.00772052419617307,0.148,0,0,"c",22.8,"Fall",2021,"EcM","Cut","14_6","Fall.2021","14_6_c","7",8,28.8208735611444,5.41666666666667
-1.79419046948152,-2.57866153695441,0.77,0.008,0.09,"c",22.8,"Summer",2021,"EcM","Cut","14_6","Summer.2021","14_6_c","3",4,28.8208735611444,5.41666666666667
-0.901552821050374,0.833714156255098,0,0.00438,0.00015,"c",18.2,"Summer",2022,"EcM","Cut","14_6","Summer.2022","14_6_c","15",16,28.8208735611444,5.41666666666667
-0.940871040547514,0.519072765666193,0.113,0.45,0.026,"a",11.8,"Fall",2020,"EcM","Cut","14_7","Fall.2020","14_7_a","0",1,20.9870534460911,4.89666666666667
-0.86409392065139,0.384223127660673,0.149,0.022,0,"a",20.7,"Fall",2021,"EcM","Cut","14_7","Fall.2021","14_7_a","7",8,20.9870534460911,4.89666666666667
-0.739570101006443,0.675742552061538,0.064,0.045,0.04,"a",20.7,"Summer",2021,"EcM","Cut","14_7","Summer.2021","14_7_a","3",4,20.9870534460911,4.89666666666667
-0.669177260579961,1.00839992105674,0,0.00082,0,"a",20.7,"Summer",2022,"EcM","Cut","14_7","Summer.2022","14_7_a","15",16,20.9870534460911,4.89666666666667
-0.814247741627012,-0.255125061926827,0.129,0.468,0.171,"b",22.5,"Fall",2020,"EcM","Cut","14_7","Fall.2020","14_7_b","0",1,23.0790167380593,4.84333333333333
-1.08490864481047,0.109323014395489,0.173,0.06,0,"b",22.5,"Fall",2021,"EcM","Cut","14_7","Fall.2021","14_7_b","7",8,23.0790167380593,4.84333333333333
-1.09900368170584,0.172802530350881,0.167,0.022,0,"b",22.5,"Summer",2021,"EcM","Cut","14_7","Summer.2021","14_7_b","3",4,23.0790167380593,4.84333333333333
-1.23471323119286,1.29240816924351,0,0.01205,0.00019,"b",13.9,"Summer",2022,"EcM","Cut","14_7","Summer.2022","14_7_b","15",16,23.0790167380593,4.84333333333333
-0.991268723301402,-0.623290538393024,0.219,0.531,0,"c",26.4,"Fall",2020,"EcM","Cut","14_7","Fall.2020","14_7_c","0",1,20.5632964917074,4.42666666666667
-1.22639760477791,0.150171698470423,0.163,0.001,0,"c",26.4,"Fall",2021,"EcM","Cut","14_7","Fall.2021","14_7_c","7",8,20.5632964917074,4.42666666666667
-1.21065039696506,-0.00398813436037299,0.173,0.07,0.06,"c",26.4,"Summer",2021,"EcM","Cut","14_7","Summer.2021","14_7_c","3",4,20.5632964917074,4.42666666666667
-0.93266400445812,0.725681021331366,2e-04,0.00761,0,"c",27.9,"Summer",2022,"EcM","Cut","14_7","Summer.2022","14_7_c","15",16,20.5632964917074,4.42666666666667
