Year,Planting.date,Unit ,Plot,Species,Number,Soil,Slash,VSMxtree,HT.cm.initial,RCD.mm.initial
2020,5/14/21,3,5,PRSE,15,U,2,29.3,23,3.2
2020,5/14/21,3,5,PRSE,16,U,2,8.9,31.5,3.9
2020,5/14/21,3,5,PRSE,17,U,2,15.5,26,2.3
2020,5/14/21,3,5,PRSE,18,U,3,20,36,3.7
2020,5/14/21,3,5,PRSE,19,U,1,26.8,20.5,4.8
2020,5/14/21,3,5,PRSE,20,U,2,25.3,25,2.6
2020,5/14/21,3,5,BELE,1,U,2,24.4,24,2.5
2020,5/14/21,3,5,BELE,2,U,0,26.7,34.5,3.7
2020,5/14/21,3,5,BELE,3,U,0,38.5,37,4.1
2020,5/14/21,3,5,BELE,4,U,0,27.6,35.5,4.3
2020,5/14/21,3,5,BELE,5,U,1,31.9,38,3.6
2020,5/14/21,3,5,BELE,6,U,0,,31,3.5
2020,5/14/21,3,5,BELE,7,U,2,19.3,39,4.1
2020,5/14/21,3,5,BELE,8,U,1,31.6,39.5,4
2020,5/14/21,3,5,BELE,9,U,1,28.1,31,3.2
2020,5/14/21,3,5,BELE,10,U,1,20,36.5,3.1
2020,5/14/21,3,5,BELE,11,U,1,27,44,5
2020,5/14/21,3,5,BELE,12,U,0,25.5,36.5,3.6
2020,5/14/21,3,5,BELE,13,U,0,20.7,41,4.1
2020,5/14/21,3,5,BELE,14,U,1,21.3,25,2.6
2020,5/14/21,3,5,BELE,15,U,1,18.8,36,2.4
2020,5/14/21,3,5,BELE,16,U,0,28.8,33,2.8
2020,5/14/21,3,5,BELE,17,U,0,35.9,36,3.6
2020,5/14/21,3,5,BELE,18,U,1,14,27.5,2.1
2020,5/14/21,3,5,BELE,19,U,0,25.7,39.5,3.5
2020,5/14/21,3,5,BELE,20,U,1,29.5,32,3.1
2020,5/14/21,3,5,CACO,1,U,0,28.3,28,3.3
2020,5/14/21,3,5,CACO,2,U,0,20,22,2.7
2020,5/14/21,3,5,CACO,3,U,1,23.5,23.5,2.4
2020,5/14/21,3,5,CACO,4,U,0,19.4,29,3.9
2020,5/14/21,3,5,CACO,5,U,1,27.1,25,2.2
2020,5/14/21,3,5,CACO,6,U,1,25.1,12,1.9
2020,5/14/21,3,5,CACO,7,U,0,31.1,31.5,4.6
2020,5/14/21,3,5,CACO,8,U,1,18.8,31,3.2
2020,5/14/21,3,5,CACO,9,U,0,28.4,24.5,3.6
2020,5/14/21,3,5,CACO,10,U,1,18.6,20.5,3.3
2020,5/14/21,3,5,CACO,11,U,1,23.9,27,3.3
2020,5/14/21,3,5,CACO,12,U,0,27.4,29,3.5
2020,5/14/21,3,5,CACO,13,U,0,28.4,22,3
2020,5/14/21,3,5,CACO,14,U,1,21.5,25,3.5
2020,5/14/21,3,5,CACO,15,U,0,33.7,30,3.1
2020,5/14/21,3,5,CACO,16,U,1,24.4,18.5,2.2
2020,5/14/21,3,5,CACO,17,U,1,29.2,28.5,3
2020,5/14/21,3,5,CACO,18,U,1,23.5,30,3.2
2020,5/14/21,3,5,CACO,19,U,0,29.2,32,3.8
2020,5/14/21,3,5,CACO,20,U,0,24.9,21.5,2.9
2020,5/14/21,3,5,QURU,1,U,3,21.5,42,6.4
2020,5/14/21,3,5,QURU,2,U,0,29.9,29.5,7.8
2020,5/14/21,3,5,QURU,3,U,0,21.9,31.5,5.7
2020,5/14/21,3,5,QURU,4,U,1,24.1,43,7.4
2020,5/14/21,3,5,QURU,5,U,0,28.1,42,6.5
2020,5/14/21,3,5,QURU,6,U,0,29.1,55,7.6
2020,5/14/21,3,5,QURU,7,U,1,26,37,6.3
2020,5/14/21,3,5,QURU,8,U,0,27.9,57,5.3
2020,5/14/21,3,5,QURU,9,U,1,30.9,44.5,6.7
2020,5/14/21,3,5,QURU,10,U,0,23.7,37,8
2020,5/14/21,3,5,QURU,11,U,1,23.8,36,7.2
2020,5/14/21,3,5,QURU,12,U,3,29,40,7.3
2020,5/14/21,3,5,QURU,13,U,1,20.8,48.5,6.3
2020,5/14/21,3,5,QURU,14,U,0,26.7,41,6.4
2020,5/14/21,3,5,QURU,15,U,1,24.5,49.5,5.3
2020,5/14/21,3,5,QURU,16,U,0,22.4,42.5,5.7
2020,5/14/21,3,5,QURU,17,U,1,27.8,52,5.9
2020,5/14/21,3,5,QURU,18,U,1,28.9,50.5,5.8
2020,5/14/21,3,5,QURU,19,U,0,21.4,46,7.2
2020,5/14/21,3,5,QURU,20,U,0,31.5,49.5,7.3
2020,5/14/21,3,5,TIAM,1,U,1,23.9,12,3
2020,5/14/21,3,5,TIAM,2,U,0,25.9,20,3.5
2020,5/14/21,3,5,TIAM,3,U,1,32.4,11,3.3
2020,5/14/21,3,5,TIAM,4,U,0,19.6,18,2
2020,5/14/21,3,5,TIAM,5,U,3,22.3,17,3.8
2020,5/14/21,3,5,TIAM,6,U,0,36.8,22,4.7
2020,5/14/21,3,5,TIAM,7,U,0,40.1,39.5,4.2
2020,5/14/21,3,5,TIAM,8,U,1,31.4,29,7.5
2020,5/14/21,3,5,TIAM,9,U,2,30.7,12.5,2.3
2020,5/14/21,3,5,TIAM,10,U,1,22.5,20,3.1
2020,5/14/21,3,5,TIAM,11,U,1,22.9,22,5.2
2020,5/14/21,3,5,TIAM,12,U,0,33.1,25.5,4.8
2020,5/14/21,3,5,TIAM,13,U,0,31.4,22,6.4
2020,5/14/21,3,5,TIAM,14,U,0,27.1,19,3.9
2020,5/14/21,3,5,TIAM,15,U,0,29.3,21.5,4.2
2020,5/14/21,3,5,TIAM,16,U,0,31.1,26.5,5.5
2020,5/14/21,3,5,TIAM,17,U,2,22.4,16.5,2.9
2020,5/14/21,3,5,TIAM,18,U,0,28.2,27,2.7
2020,5/14/21,3,5,TIAM,19,U,0,31.3,22.5,3.1
2020,5/14/21,3,5,TIAM,20,U,0,23.9,31.5,5.7
2020,5/18/21,2,5,ACRU,1,U,1,27.4,18,2.9
2020,5/18/21,2,5,ACRU,2,U,0,27.2,16.9,2.7
2020,5/18/21,2,5,ACRU,3,U,1,24.4,24,2.8
2020,5/18/21,2,5,ACRU,4,U,1,31.4,23,3
2020,5/18/21,2,5,ACRU,5,U,1,22.6,24.5,3.4
2020,5/18/21,2,5,ACRU,6,U,3,23.7,26,3
2020,5/18/21,2,5,ACRU,7,U,1,24,21,2.7
2020,5/18/21,2,5,ACRU,8,U,1,31,23.5,3.1
2020,5/18/21,2,5,ACRU,9,U,1,25.5,24,2.7
2020,5/18/21,2,5,ACRU,10,U,0,27,23.1,2.7
2020,5/18/21,2,5,ACRU,11,U,2,31.9,25,2
2020,5/18/21,2,5,ACRU,12,U,2,25,29,3.2
2020,5/18/21,2,5,ACRU,13,U,4,28,26,4.1
2020,5/18/21,2,5,ACRU,14,U,2,28,24.9,2.8
2020,5/18/21,2,5,ACRU,15,U,2,30.1,19.5,2.2
2020,5/18/21,2,5,ACRU,16,U,1,28.3,27.5,3.3
2020,5/18/21,2,5,ACRU,17,U,0,29.3,23.5,2.6
2020,5/18/21,2,5,ACRU,18,U,4,25.7,25,2
2020,5/18/21,2,5,ACRU,19,U,3,25.6,17,2.3
2020,5/18/21,2,5,ACRU,20,U,2,28.6,18.5,2.7
2020,5/18/21,2,5,ACSA,1,U,1,26.9,35,4
2020,5/18/21,2,5,ACSA,2,U,2,29.7,44.5,5.9
2020,5/18/21,2,5,ACSA,3,U,2,22.9,43,3.6
2020,5/18/21,2,5,ACSA,4,U,2,28.8,29.5,2.9
2020,5/18/21,2,5,ACSA,5,U,1,28.5,40.5,4
2020,5/18/21,2,5,ACSA,6,U,2,28.6,42.5,5.1
2020,5/18/21,2,5,ACSA,7,U,1,32.7,18,2.7
2020,5/18/21,2,5,ACSA,8,U,1,19.9,44,1
2020,5/18/21,2,5,ACSA,9,U,2,29,38,3.8
2020,5/18/21,2,5,ACSA,10,U,1,31.6,40.9,4.9
2020,5/18/21,2,5,ACSA,11,U,2,32.3,40,4
2020,5/18/21,2,5,ACSA,12,U,1,28.1,36.5,4.6
2020,5/18/21,2,5,ACSA,13,U,3,26,42.5,5.5
2020,5/18/21,2,5,ACSA,14,U,0,30.9,29.5,4.2
2020,5/18/21,2,5,ACSA,15,U,1,27.4,33.2,4.3
2020,5/18/21,2,5,ACSA,16,U,1,28.2,36,3
2020,5/18/21,2,5,ACSA,17,U,2,26.7,32,2.2
2020,5/18/21,2,5,ACSA,18,U,1,24.5,45,4.5
2020,5/18/21,2,5,ACSA,19,U,1,24.6,38,4.2
2020,5/18/21,2,5,ACSA,20,U,2,34,34.9,3.2
2020,5/18/21,2,5,NYSY,1,U,1,24.4,38.5,2.9
2020,5/18/21,2,5,NYSY,2,U,1,28.8,10.5,3
2020,5/18/21,2,5,NYSY,3,U,1,21,10.9,4.9
2020,5/18/21,2,5,NYSY,4,U,2,25,11,4.6
2020,5/18/21,2,5,NYSY,5,U,0,28.1,12.1,3.7
2020,5/18/21,2,5,NYSY,6,U,1,28.8,35.5,2.7
2020,5/18/21,2,5,NYSY,7,U,1,29.1,14,3.9
2020,5/18/21,2,5,NYSY,8,U,1,28.5,9.5,3.5
2020,5/18/21,2,5,NYSY,9,U,2,21.5,10.5,4.8
2020,5/18/21,2,5,NYSY,10,U,1,30.2,34.5,2.3
2020,5/18/21,2,5,NYSY,11,U,0,36.5,30.5,3.2
2020,5/18/21,2,5,NYSY,12,U,1,28.8,12,2.9
2020,5/18/21,2,5,NYSY,13,U,2,29.3,17,3.8
2020,5/18/21,2,5,NYSY,14,U,0,22,11.5,2.5
2020,5/18/21,2,5,NYSY,15,U,0,30.8,9,2.6
2020,5/18/21,2,5,NYSY,16,U,4,21.6,12,3.5
2020,5/18/21,2,5,NYSY,17,U,0,18.2,10.5,3.5
2020,5/18/21,2,5,NYSY,18,U,1,26.1,17,4.4
2020,5/18/21,2,5,NYSY,19,U,1,18.9,13.5,4
2020,5/18/21,2,5,NYSY,20,U,1,36.1,9.5,2.6
2020,5/18/21,2,5,PRSE,1,U,2,26.4,22.5,3.4
2020,5/18/21,2,5,PRSE,2,U,1,22.2,29.5,4.2
2020,5/18/21,2,5,PRSE,3,U,1,15,26.5,3.9
2020,5/18/21,2,5,PRSE,4,U,1,33.4,17.3,4.8
2020,5/18/21,2,5,PRSE,5,U,1,36.5,25.5,3.9
2020,5/18/21,2,5,PRSE,6,U,4,24,25,3
2020,5/18/21,2,5,PRSE,7,U,0,32.5,17.5,4.9
2020,5/18/21,2,5,PRSE,8,U,2,23.7,29,2.7
2020,5/18/21,2,5,PRSE,9,U,0,20,24.8,3.8
2020,5/18/21,2,5,PRSE,10,U,1,26.1,16,2.4
2020,5/18/21,2,5,PRSE,11,U,0,22.5,22.5,4.3
2020,5/18/21,2,5,PRSE,12,U,1,29.4,31.2,1
2020,5/18/21,2,5,PRSE,13,U,1,29.5,28,3.1
2020,5/18/21,2,5,PRSE,14,U,1,20.4,28,4.1
2020,5/18/21,2,5,PRSE,15,U,2,39.6,17,3.1
2020,5/18/21,2,5,PRSE,16,U,1,28.9,21.5,3
2020,5/18/21,2,5,PRSE,17,U,1,22,26.5,2.9
2020,5/18/21,2,5,PRSE,18,U,3,20.9,19,3
2020,5/18/21,2,5,PRSE,19,U,1,26.4,30,3.4
2020,5/18/21,2,5,PRSE,20,U,2,23.3,19.5,2.9
2020,5/18/21,2,5,BELE,1,U,1,23.4,34.5,3.2
2020,5/18/21,2,5,BELE,2,U,1,28.4,22,1.4
2020,5/18/21,2,5,BELE,3,U,0,36.2,28,1.5
2020,5/18/21,2,5,BELE,4,U,0,19.6,22.5,1
2020,5/18/21,2,5,BELE,5,U,2,23.2,35.5,4
2020,5/18/21,2,5,BELE,6,U,2,18,28,2.9
2020,5/18/21,2,5,BELE,7,U,0,26.3,28,2.6
2020,5/18/21,2,5,BELE,8,U,0,21.4,28.1,2.7
2020,5/18/21,2,5,BELE,9,U,0,29.7,25,2.9
2020,5/18/21,2,5,BELE,10,U,1,31.2,26,1.8
2020,5/18/21,2,5,BELE,11,U,1,21.5,19.5,1.8
2020,5/18/21,2,5,BELE,12,U,1,21,26.5,2.7
2020,5/18/21,2,5,BELE,13,U,3,15.1,29,3.1
2020,5/18/21,2,5,BELE,14,U,2,24.1,40,2
2020,5/18/21,2,5,BELE,15,U,1,24.2,27,2.7
2020,5/18/21,2,5,BELE,16,U,1,26.6,37,1.6
2020,5/18/21,2,5,BELE,17,U,4,29.1,25,2.7
2020,5/18/21,2,5,BELE,18,U,1,13.5,28,3.2
2020,5/18/21,2,5,BELE,19,U,4,22.6,40,3.5
2020,5/18/21,2,5,BELE,20,U,4,23.3,27,2
2020,5/18/21,2,5,CACO,1,U,0,29.5,26,4.1
2020,5/18/21,2,5,CACO,2,U,0,27.3,27.5,5.7
2020,5/18/21,2,5,CACO,3,U,3,18.8,14.5,2.2
2020,5/18/21,2,5,CACO,4,U,0,22.2,28.1,3.8
2020,5/18/21,2,5,CACO,5,U,1,14.7,19.5,2
2020,5/18/21,2,5,CACO,6,U,0,20.3,22.5,2.8
2020,5/18/21,2,5,CACO,7,U,0,32.4,15.1,3.1
2020,5/18/21,2,5,CACO,8,U,1,30,18.5,2.8
2020,5/18/21,2,5,CACO,9,U,1,25,15.5,3.6
2020,5/18/21,2,5,CACO,10,U,0,30,11,1.6
2020,5/18/21,2,5,CACO,11,U,0,31.4,17,2.7
2020,5/18/21,2,5,CACO,12,U,1,18.2,13,1.8
2020,5/18/21,2,5,CACO,13,U,0,19.2,16.5,2.3
2020,5/18/21,2,5,CACO,14,U,1,21.6,22,2.5
2020,5/18/21,2,5,CACO,15,U,1,20.4,20,2.9
2020,5/18/21,2,5,CACO,16,U,1,18,26.5,3.1
2020,5/18/21,2,5,CACO,17,U,1,22.2,31.2,3.6
2020,5/18/21,2,5,CACO,18,U,2,20.6,23.5,5.1
2020,5/18/21,2,5,CACO,19,U,3,30.5,22,3.5
2020,5/18/21,2,5,CACO,20,U,0,17.9,25,3.5
2020,5/18/21,2,5,QURU,1,U,0,25.4,38.5,4.8
2020,5/18/21,2,5,QURU,2,U,1,18.6,38.5,7
2020,5/18/21,2,5,QURU,3,U,1,23.2,38.5,6.2
2020,5/18/21,2,5,QURU,4,U,2,27.2,41.5,5.9
2020,5/18/21,2,5,QURU,5,U,1,23.2,39.5,7.8
2020,5/18/21,2,5,QURU,6,U,1,31.7,40.5,5.7
2020,5/18/21,2,5,QURU,7,U,1,26.9,44,6.3
2020,5/18/21,2,5,QURU,8,U,1,22.7,38,4.1
2020,5/18/21,2,5,QURU,9,U,1,25.7,41,6.4
2020,5/18/21,2,5,QURU,10,U,0,30.2,33,5.2
2020,5/18/21,2,5,QURU,11,U,1,21,42,3.8
2020,5/18/21,2,5,QURU,12,U,0,27.6,40.3,6.7
2020,5/18/21,2,5,QURU,13,U,1,25.2,34,5.7
2020,5/18/21,2,5,QURU,14,U,0,27.4,33,5.5
2020,5/18/21,2,5,QURU,15,U,1,29.8,34.5,6
2020,5/18/21,2,5,QURU,16,U,1,34.4,37.5,5.5
2020,5/18/21,2,5,QURU,17,U,1,21.2,42,6.3
2020,5/18/21,2,5,QURU,18,U,0,19.9,37,8.4
2020,5/18/21,2,5,QURU,19,U,2,17.5,32.5,6.9
2020,5/18/21,2,5,QURU,20,U,1,18.6,39,5.8
2020,5/18/21,2,5,TIAM,1,U,1,16.3,21.5,3.7
2020,5/18/21,2,5,TIAM,2,U,2,24,30,6.2
2020,5/18/21,2,5,TIAM,3,U,2,22.9,28,6.2
2020,5/18/21,2,5,TIAM,4,U,4,17.6,26,3.5
2020,5/18/21,2,5,TIAM,5,U,0,26.7,26.5,4
2020,5/18/21,2,5,TIAM,6,U,1,18.4,16,3.4
2020,5/18/21,2,5,TIAM,7,,,23.9,,
2020,5/18/21,2,5,TIAM,8,U,1,20.5,24.5,5
2020,5/18/21,2,5,TIAM,9,U,0,22.8,29,10
2020,5/18/21,2,5,TIAM,10,U,1,29.9,30,5.8
2020,5/18/21,2,5,TIAM,11,U,1,26.3,20,4.5
2020,5/18/21,2,5,TIAM,12,U,1,30.7,28,4.3
2020,5/18/21,2,5,TIAM,13,U,1,18.2,24.5,4.5
2020,5/18/21,2,5,TIAM,14,U,2,26.7,25.2,6.3
2020,5/18/21,2,5,TIAM,15,U,0,22,24.3,5.8
2020,5/18/21,2,5,TIAM,16,U,2,16.3,29,4
2020,5/18/21,2,5,TIAM,17,U,0,31.5,16.5,3
2020,5/18/21,2,5,TIAM,18,U,0,18.7,22.8,4.8
2020,5/18/21,2,5,TIAM,19,U,1,15.8,27,5.4
2020,5/18/21,2,5,TIAM,20,U,1,30.7,27.5,4.5
2020,6/16/21,2,9,ACRU,1,S,1,19.4,25,3.7
2020,6/16/21,2,9,ACRU,2,U,0,26.6,22,6.2
2020,6/16/21,2,9,ACRU,3,S,1,35.9,31.5,6.7
2020,6/16/21,2,9,ACRU,4,U,2,28,21.5,1.9
2020,6/16/21,2,9,ACRU,5,S,0,28.5,19.2,3.2
2020,6/16/21,2,9,ACRU,6,U,1,25.1,23.8,6.2
2020,6/16/21,2,9,ACRU,7,U,2,29.8,22,3.4
2020,6/16/21,2,9,ACRU,8,U,1,27.6,25,2.9
2020,6/16/21,2,9,ACRU,9,U,1,31.7,28.2,4.3
2020,6/16/21,2,9,ACRU,10,S,0,26.6,30,3.6
2020,6/16/21,2,9,ACRU,11,U,2,20.2,24.5,4.3
2020,6/16/21,2,9,ACRU,12,U,0,22.9,29.5,4.8
2020,6/16/21,2,9,ACRU,13,U,0,25.2,20,5.2
2020,6/16/21,2,9,ACRU,14,U,0,29,27.6,6.1
2020,6/16/21,2,9,ACRU,15,S,0,21.5,23.2,4.3
2020,6/16/21,2,9,ACRU,16,U,1,17.2,35,4.8
2020,6/16/21,2,9,ACRU,17,U,0,21.7,30,5.6
2020,6/16/21,2,9,ACRU,18,U,0,23.5,30.8,6.1
2020,6/16/21,2,9,ACRU,19,S,0,27.8,28.2,3.3
2020,6/16/21,2,9,ACRU,20,U,1,29,22.2,5
2020,6/16/21,2,9,ACSA,1,U,1,22.3,45,6.5
2020,6/16/21,2,9,ACSA,2,S,0,31.7,40,4.6
2020,6/16/21,2,9,ACSA,3,U,1,37.2,41.8,4
2020,6/16/21,2,9,ACSA,4,U,0,25.5,46,9.5
2020,6/16/21,2,9,ACSA,5,U,2,17.3,30.5,5.6
2020,6/16/21,2,9,ACSA,6,U,3,27.5,37,5.2
2020,6/16/21,2,9,ACSA,7,S,0,26.5,35.5,4.7
2020,6/16/21,2,9,ACSA,8,U,0,28,47,3.5
2020,6/16/21,2,9,ACSA,9,U,2,30.8,42,4.8
2020,6/16/21,2,9,ACSA,10,U,1,32.7,46,7.4
2020,6/16/21,2,9,ACSA,11,U,1,30.9,43,6.9
2020,6/16/21,2,9,ACSA,12,S,0,28.6,41,6.6
2020,6/16/21,2,9,ACSA,13,U,1,26.3,45,6.4
2020,6/16/21,2,9,ACSA,14,S,0,26.3,41,6
2020,6/16/21,2,9,ACSA,15,U,0,27.1,41.5,6.4
2020,6/16/21,2,9,ACSA,16,U,0,21.1,34,3.2
2020,6/16/21,2,9,ACSA,17,U,0,20,39.5,3.3
2020,6/16/21,2,9,ACSA,18,S,0,29.5,22,4.9
2020,6/16/21,2,9,ACSA,19,U,0,23.2,41,4.8
2020,6/16/21,2,9,ACSA,20,U,0,25.1,54,6.5
2020,6/16/21,2,9,NYSY,1,S,0,26,13,3.7
2020,6/16/21,2,9,NYSY,2,S,0,29.8,14,4.4
2020,6/16/21,2,9,NYSY,3,S,0,22.6,14.5,4.2
2020,6/16/21,2,9,NYSY,4,U,1,28.2,28,3.2
2020,6/16/21,2,9,NYSY,5,U,0,18.6,15,4.8
2020,6/16/21,2,9,NYSY,6,U,0,18,12.5,5.4
2020,6/16/21,2,9,NYSY,7,S,0,24.9,41,4.7
2020,6/16/21,2,9,NYSY,8,S,1,29.7,10.5,5.6
2020,6/16/21,2,9,NYSY,9,U,1,10.8,12.2,3.7
2020,6/16/21,2,9,NYSY,10,U,0,28.5,10.2,3.5
2020,6/16/21,2,9,NYSY,11,,,,,
2020,6/16/21,2,9,NYSY,12,S,1,23.5,12,4.6
2020,6/16/21,2,9,NYSY,13,,,,,
2020,6/16/21,2,9,NYSY,14,U,2,27.9,11.2,4.8
2020,6/16/21,2,9,NYSY,15,S,0,28.7,16,5
2020,6/16/21,2,9,NYSY,16,S,0,26.5,13.5,5.6
2020,6/16/21,2,9,NYSY,17,S,0,22.2,11,4.7
2020,6/16/21,2,9,NYSY,18,,,,,
2020,6/16/21,2,9,NYSY,19,S,1,29.6,12,4.4
2020,6/16/21,2,9,NYSY,20,U,1,25.8,12,4.2
2020,6/16/21,2,9,PRSE,1,U,0,24.7,20,2.4
2020,6/16/21,2,9,PRSE,2,S,0,30.8,25.5,4
2020,6/16/21,2,9,PRSE,3,U,0,18.5,29,5
2020,6/16/21,2,9,PRSE,4,U,1,30.5,21,5
2020,6/16/21,2,9,PRSE,5,U,1,21.8,24,4
2020,6/16/21,2,9,PRSE,6,U,1,26.6,29,4.8
2020,6/16/21,2,9,PRSE,7,S,0,30.8,26.5,4.4
2020,6/16/21,2,9,PRSE,8,U,0,26.5,26,4.5
2020,6/16/21,2,9,PRSE,9,U,1,24.3,23.2,3.3
2020,6/16/21,2,9,PRSE,10,S,1,30.1,26.8,4.7
2020,6/16/21,2,9,PRSE,11,S,0,28.7,26.4,3.1
2020,6/16/21,2,9,PRSE,12,S,2,26.1,29,5.2
2020,6/16/21,2,9,PRSE,13,S,1,32.9,30.8,4.9
2020,6/16/21,2,9,PRSE,14,U,0,21,24,4.2
2020,6/16/21,2,9,PRSE,15,S,1,28.8,26.5,5.6
2020,6/16/21,2,9,PRSE,16,U,1,23.9,27,4.4
2020,6/16/21,2,9,PRSE,17,U,1,34.9,26,3.7
2020,6/16/21,2,9,PRSE,18,U,3,28.9,21.5,2.5
2020,6/16/21,2,9,PRSE,19,U,1,32.4,23.2,3.3
2020,6/16/21,2,9,PRSE,20,U,2,29,24,5.2
2020,6/16/21,2,9,BELE,1,S,0,31.7,35.3,3.5
2020,6/16/21,2,9,BELE,2,U,1,26.4,41.3,2.3
2020,6/16/21,2,9,BELE,3,S,1,15.1,35,2.7
2020,6/16/21,2,9,BELE,4,S,0,34.2,25.6,2.2
2020,6/16/21,2,9,BELE,5,S,1,23,27.8,2.1
2020,6/16/21,2,9,BELE,6,U,0,18.7,38,5.5
2020,6/16/21,2,9,BELE,7,S,2,25.9,38.2,2.4
2020,6/16/21,2,9,BELE,8,U,1,24.1,41.5,6.8
2020,6/16/21,2,9,BELE,9,U,4,16.2,35,3
2020,6/16/21,2,9,BELE,10,S,1,28.6,30.5,3
2020,6/16/21,2,9,BELE,11,U,0,21.5,41.8,4.3
2020,6/16/21,2,9,BELE,12,U,2,26.7,32.3,4
2020,6/16/21,2,9,BELE,13,U,0,21.2,35.9,2.3
2020,6/16/21,2,9,BELE,14,U,1,27.3,28.4,2
2020,6/16/21,2,9,BELE,15,S,0,29.5,22.9,2.5
2020,6/16/21,2,9,BELE,16,S,0,19.5,36,2.9
2020,6/16/21,2,9,BELE,17,U,1,26.6,32,2
2020,6/16/21,2,9,BELE,18,S,1,23.4,32.3,2.4
2020,6/16/21,2,9,BELE,19,S,0,27.3,18,1.6
2020,6/16/21,2,9,BELE,20,S,0,31.7,25.9,2.1
2020,6/16/21,2,9,CACO,1,U,0,30,26.5,6.5
2020,6/16/21,2,9,CACO,2,S,0,27.7,19,3.7
2020,6/16/21,2,9,CACO,3,U,2,28.1,15.7,3.5
2020,6/16/21,2,9,CACO,4,U,4,32.7,15.5,4.2
2020,6/16/21,2,9,CACO,5,S,1,25.2,27.6,6.5
2020,6/16/21,2,9,CACO,6,S,1,27.6,15.2,2.5
2020,6/16/21,2,9,CACO,7,S,0,32.1,13,2.2
2020,6/16/21,2,9,CACO,8,S,2,30.4,28.5,5.5
2020,6/16/21,2,9,CACO,9,S,0,26.1,16.5,5
2020,6/16/21,2,9,CACO,10,U,0,27.2,24.3,2.8
2020,6/16/21,2,9,CACO,11,U,1,28.1,17,3.7
2020,6/16/21,2,9,CACO,12,S,0,27.1,12.7,2.7
2020,6/16/21,2,9,CACO,13,U,2,26.7,18.4,2.8
2020,6/16/21,2,9,CACO,14,S,1,27.1,18,3.7
2020,6/16/21,2,9,CACO,15,S,1,19,26.2,7.5
2020,6/16/21,2,9,CACO,16,S,1,21.2,18.5,4.4
2020,6/16/21,2,9,CACO,17,S,0,29,15.5,4.3
2020,6/16/21,2,9,CACO,18,S,0,30.1,11.8,2.4
2020,6/16/21,2,9,CACO,19,S,0,37,15.6,3.6
2020,6/16/21,2,9,CACO,20,U,2,27.3,16,3.2
2020,6/16/21,2,9,QURU,1,S,1,23.6,45.5,6.5
2020,6/16/21,2,9,QURU,2,S,1,25.7,38.6,8.3
2020,6/16/21,2,9,QURU,3,S,0,27.1,42.5,8
2020,6/16/21,2,9,QURU,4,U,4,22.5,35.5,9.8
2020,6/16/21,2,9,QURU,5,U,1,16.9,39.9,4
2020,6/16/21,2,9,QURU,6,U,1,25.4,41.8,9.5
2020,6/16/21,2,9,QURU,7,S,0,20.2,39.4,5.7
2020,6/16/21,2,9,QURU,8,S,0,26.8,41.2,6.2
2020,6/16/21,2,9,QURU,9,S,1,25,41,5.6
2020,6/16/21,2,9,QURU,10,S,0,26.7,40.5,6.9
2020,6/16/21,2,9,QURU,11,S,0,15.3,36.5,7.8
2020,6/16/21,2,9,QURU,12,U,1,21.2,42.8,6.7
2020,6/16/21,2,9,QURU,13,U,4,24.8,49.5,2.1
2020,6/16/21,2,9,QURU,14,S,0,26.4,44.6,4.9
2020,6/16/21,2,9,QURU,15,U,2,16.1,43.5,11.3
2020,6/16/21,2,9,QURU,16,U,0,20.8,42.5,4.6
2020,6/16/21,2,9,QURU,17,S,0,30.2,32.5,4.7
2020,6/16/21,2,9,QURU,18,U,0,13.1,45.8,7.5
2020,6/16/21,2,9,QURU,19,S,0,31.9,42,9.6
2020,6/16/21,2,9,QURU,20,S,0,43,37.5,7.7
2020,6/16/21,2,9,QURU,21,,,,,
2020,6/16/21,2,9,TIAM,1,S,0,30.1,31,4.4
2020,6/16/21,2,9,TIAM,2,U,0,22.2,28.2,10.3
2020,6/16/21,2,9,TIAM,3,S,1,27,31.3,4.5
2020,6/16/21,2,9,TIAM,4,U,0,21.3,33.7,7.2
2020,6/16/21,2,9,TIAM,5,S,1,24.3,30.7,7.2
2020,6/16/21,2,9,TIAM,6,U,0,21.2,30,5.6
2020,6/16/21,2,9,TIAM,7,S,0,25.2,30,6.5
2020,6/16/21,2,9,TIAM,8,U,0,23.3,31.8,7
2020,6/16/21,2,9,TIAM,9,U,0,33.4,24.3,5.3
2020,6/16/21,2,9,TIAM,10,U,1,26,36.9,10.5
2020,6/16/21,2,9,TIAM,11,S,0,26.1,26.5,4.1
2020,6/16/21,2,9,TIAM,12,S,0,29.2,28.5,4
2020,6/16/21,2,9,TIAM,13,S,0,18.9,32.8,5.5
2020,6/16/21,2,9,TIAM,14,S,2,28.3,24.8,4.9
2020,6/16/21,2,9,TIAM,15,U,1,21.2,36.5,8.2
2020,6/16/21,2,9,TIAM,16,U,0,22,29,4.2
2020,6/16/21,2,9,TIAM,17,U,3,31.9,28.8,9.5
2020,6/16/21,2,9,TIAM,18,S,2,16.9,32,9
2020,6/16/21,2,9,TIAM,19,S,2,30.9,21.5,3
2020,6/16/21,2,9,TIAM,20,S,1,27.3,23.5,2.5
2020,5/18/21,14,5,ACRU,1,U,1,30,19,3.1
2020,5/18/21,14,5,ACRU,2,U,1,31.2,25,3.5
2020,5/18/21,14,5,ACRU,3,U,1,29.6,16.5,3.4
