Year,Planting.date,Unit ,Plot,Species,Number,Soil,Slash,VSMxtree,HT.cm.initial,RCD.mm.initial
2020,5/18/21,14,5,ACRU,4,S,2,44.3,18,3.3
2020,5/18/21,14,5,ACRU,5,U,1,45.6,26.5,4.6
2020,5/18/21,14,5,ACRU,6,U,1,16.4,20,3
2020,5/18/21,14,5,ACRU,7,U,2,31.3,25,5.2
2020,5/18/21,14,5,ACRU,8,U,0,36.1,25,3.9
2020,5/18/21,14,5,ACRU,9,U,1,24.4,22,3.6
2020,5/18/21,14,5,ACRU,10,U,,31.3,,
2020,5/18/21,14,5,ACRU,11,U,1,21.4,24,3.3
2020,5/18/21,14,5,ACRU,12,U,1,32.3,22.5,2.6
2020,5/18/21,14,5,ACRU,13,U,1,27.5,22.5,3.6
2020,5/18/21,14,5,ACRU,14,U,1,26.7,28,3.1
2020,5/18/21,14,5,ACRU,15,U,1,31.4,24.5,4.2
2020,5/18/21,14,5,ACRU,16,U,1,22.3,14,2.5
2020,5/18/21,14,5,ACRU,17,U,0,28.3,27.5,3.8
2020,5/18/21,14,5,ACRU,18,U,2,31.2,26,5.1
2020,5/18/21,14,5,ACRU,19,U,2,24.4,20,3.6
2020,5/18/21,14,5,ACRU,20,U,1,24.4,19,3.5
2020,5/18/21,14,5,ACSA,1,U,1,31.3,39,5.6
2020,5/18/21,14,5,ACSA,2,U,0,26.6,47,6
2020,5/18/21,14,5,ACSA,3,U,1,27.7,38,5.1
2020,5/18/21,14,5,ACSA,4,U,3,26.5,40.5,6.1
2020,5/18/21,14,5,ACSA,5,U,0,38,33.5,5.9
2020,5/18/21,14,5,ACSA,6,U,1,29.5,32,4
2020,5/18/21,14,5,ACSA,7,U,4,41.4,43.5,5.3
2020,5/18/21,14,5,ACSA,8,U,2,31.8,44,8.8
2020,5/18/21,14,5,ACSA,9,U,0,32.1,36,4.1
2020,5/18/21,14,5,ACSA,10,U,3,25.2,45,7.9
2020,5/18/21,14,5,ACSA,11,U,2,30.6,36,4
2020,5/18/21,14,5,ACSA,12,U,3,29.3,38,7
2020,5/18/21,14,5,ACSA,13,U,3,49.5,40,6.1
2020,5/18/21,14,5,ACSA,14,U,1,19.3,42,2.6
2020,5/18/21,14,5,ACSA,15,U,1,15,35,4.3
2020,5/18/21,14,5,ACSA,16,U,2,30.9,38,3.9
2020,5/18/21,14,5,ACSA,17,U,1,37.7,50.5,7
2020,5/18/21,14,5,ACSA,18,U,1,35,32,8.1
2020,5/18/21,14,5,ACSA,19,U,0,26.2,29,3.9
2020,5/18/21,14,5,ACSA,20,U,3,29.6,39,6.4
2020,5/18/21,14,5,NYSY,1,U,1,30.9,9.5,3
2020,5/18/21,14,5,NYSY,2,U,2,38.9,9.5,2.4
2020,5/18/21,14,5,NYSY,3,U,0,27.4,7,2.9
2020,5/18/21,14,5,NYSY,4,U,1,23.4,10,3.6
2020,5/18/21,14,5,NYSY,5,U,0,29.9,10,4.2
2020,5/18/21,14,5,NYSY,6,U,1,28.1,11.5,4
2020,5/18/21,14,5,NYSY,7,U,2,36.3,12,3.3
2020,5/18/21,14,5,NYSY,8,U,1,21.4,11,6.5
2020,5/18/21,14,5,NYSY,9,U,1,32.1,8.5,4.5
2020,5/18/21,14,5,NYSY,10,U,0,26.2,10,3.4
2020,5/18/21,14,5,NYSY,11,U,2,29,34,3.2
2020,5/18/21,14,5,NYSY,12,U,2,39.3,11,3.2
2020,5/18/21,14,5,NYSY,13,U,1,20.5,10,3.9
2020,5/18/21,14,5,NYSY,14,U,1,15.6,10,3.9
2020,5/18/21,14,5,NYSY,15,U,1,26.8,11,3.8
2020,5/18/21,14,5,NYSY,16,U,2,50.9,10,3.5
2020,5/18/21,14,5,NYSY,17,U,1,21.9,12,3.3
2020,5/18/21,14,5,NYSY,18,U,1,20.7,10,3.3
2020,5/18/21,14,5,NYSY,19,U,1,19.4,10,4.6
2020,5/18/21,14,5,NYSY,20,U,0,27.9,11,3.8
2020,5/18/21,14,5,PRSE,1,S,3,38.7,30,2.6
2020,5/18/21,14,5,PRSE,2,U,1,34.1,16.5,4.5
2020,5/18/21,14,5,PRSE,3,U,1,32.1,24,3.2
2020,5/18/21,14,5,PRSE,4,U,2,34.7,24,3.3
2020,5/18/21,14,5,PRSE,5,U,0,27.9,30.5,5.9
2020,5/18/21,14,5,PRSE,6,U,1,36.4,28.5,3.6
2020,5/18/21,14,5,PRSE,7,U,2,28.3,17,4.4
2020,5/18/21,14,5,PRSE,8,U,2,31.3,15.5,2.2
2020,5/18/21,14,5,PRSE,9,S,2,27.2,21,4
2020,5/18/21,14,5,PRSE,10,U,2,34.8,33,3.3
2020,5/18/21,14,5,PRSE,11,U,2,27.6,20,5.5
2020,5/18/21,14,5,PRSE,12,U,1,42.9,27,4.5
2020,5/18/21,14,5,PRSE,13,U,1,33.4,21,3.1
2020,5/18/21,14,5,PRSE,14,U,1,32.3,17.5,3.6
2020,5/18/21,14,5,PRSE,15,U,0,33.2,30,6.7
2020,5/18/21,14,5,PRSE,16,U,1,29.9,33,3.8
2020,5/18/21,14,5,PRSE,17,U,1,20.1,25.5,5.4
2020,5/18/21,14,5,PRSE,18,U,0,23.4,22,2
2020,5/18/21,14,5,PRSE,19,U,0,32.8,24,4.8
2020,5/18/21,14,5,PRSE,20,U,1,30.3,29,3.1
2020,5/18/21,14,5,PRSE,21,U,2,,29,2.6
2020,5/18/21,14,5,BELE,1,U,0,36.1,36,3.8
2020,5/18/21,14,5,BELE,2,U,1,36.2,42.5,5.8
2020,5/18/21,14,5,BELE,3,U,0,15.8,31.5,3.3
2020,5/18/21,14,5,BELE,4,U,0,41.8,35,3.7
2020,5/18/21,14,5,BELE,5,U,0,26.7,43.9,7
2020,5/18/21,14,5,BELE,6,U,0,27.4,38.5,7
2020,5/18/21,14,5,BELE,7,U,1,35.3,28.5,2.9
2020,5/18/21,14,5,BELE,8,U,0,24.5,33,1.5
2020,5/18/21,14,5,BELE,9,U,0,28.3,41,4
2020,5/18/21,14,5,BELE,10,U,0,24.6,32.5,4.5
2020,5/18/21,14,5,BELE,11,U,1,38.1,44.4,5
2020,5/18/21,14,5,BELE,12,U,2,21.4,30.5,3.5
2020,5/18/21,14,5,BELE,13,U,1,34.5,31,3.3
2020,5/18/21,14,5,BELE,14,U,1,38.3,30.5,1.9
2020,5/18/21,14,5,BELE,15,U,1,32.7,42.5,4.2
2020,5/18/21,14,5,BELE,17,U,0,15.3,27.5,3.6
2020,5/18/21,14,5,BELE,18,U,0,30.9,40,3.6
2020,5/18/21,14,5,BELE,19,U,0,35.9,34.5,3
2020,5/18/21,14,5,BELE,20,U,0,30.2,24.6,3.5
2020,5/18/21,14,5,CACO,1,U,0,31.7,32.7,2.5
2020,5/18/21,14,5,CACO,2,U,1,39.2,21.5,4.5
2020,5/18/21,14,5,CACO,3,U,4,32.3,16,4.2
2020,5/18/21,14,5,CACO,4,U,3,11.3,11.5,3.3
2020,5/18/21,14,5,CACO,5,U,0,14.8,17.5,3.9
2020,5/18/21,14,5,CACO,6,U,0,22.7,17.2,2.5
2020,5/18/21,14,5,CACO,7,U,0,34.3,26.9,2.5
2020,5/18/21,14,5,CACO,8,U,3,13,32,3.5
2020,5/18/21,14,5,CACO,9,U,2,27,18.1,3
2020,5/18/21,14,5,CACO,10,U,4,26.4,20.5,2.2
2020,5/18/21,14,5,CACO,11,U,1,35.7,27.5,2.6
2020,5/18/21,14,5,CACO,12,U,1,33.3,20.5,2.5
2020,5/18/21,14,5,CACO,13,U,2,30.8,20.9,3
2020,5/18/21,14,5,CACO,14,U,2,28.4,19,4.1
2020,5/18/21,14,5,CACO,15,U,1,34.1,29,2.8
2020,5/18/21,14,5,CACO,16,U,1,28.2,20,2.8
2020,5/18/21,14,5,CACO,17,U,1,45.5,22.1,4.5
2020,5/18/21,14,5,CACO,18,U,1,40.7,29,2.9
2020,5/18/21,14,5,CACO,19,U,1,29.1,19,2.5
2020,5/18/21,14,5,CACO,20,U,2,36.7,18.5,2.9
2020,5/18/21,14,5,QURU,1,U,2,30.8,42,5.9
2020,5/18/21,14,5,QURU,2,U,0,34.7,36,4.9
2020,5/18/21,14,5,QURU,3,U,0,29.1,45.2,6
2020,5/18/21,14,5,QURU,4,U,3,12.7,39,5.9
2020,5/18/21,14,5,QURU,5,U,2,17,42.5,5
2020,5/18/21,14,5,QURU,6,U,0,31.2,35,3.5
2020,5/18/21,14,5,QURU,7,U,0,14.6,39,4.8
2020,5/18/21,14,5,QURU,8,U,1,42.6,29.9,5
2020,5/18/21,14,5,QURU,9,U,1,37.2,38.2,5.5
2020,5/18/21,14,5,QURU,10,U,1,37.4,41,5.4
2020,5/18/21,14,5,QURU,11,U,0,44.3,36,5.5
2020,5/18/21,14,5,QURU,12,U,1,44.1,38.5,3.5
2020,5/18/21,14,5,QURU,13,U,1,32.2,36,5.5
2020,5/18/21,14,5,QURU,14,U,1,28.8,34.9,3
2020,5/18/21,14,5,QURU,15,U,3,31.1,42.1,2.5
2020,5/18/21,14,5,QURU,16,U,1,35.5,32,4.8
2020,5/18/21,14,5,QURU,17,U,2,28.8,26,2.9
2020,5/18/21,14,5,QURU,18,U,0,38.8,36,4.2
2020,5/18/21,14,5,QURU,19,U,1,36.8,30.9,6
2020,5/18/21,14,5,QURU,20,U,0,29.6,26.7,3.5
2020,5/18/21,14,5,TIAM,1,U,2,35.5,19.9,5.5
2020,5/18/21,14,5,TIAM,2,U,1,31.2,21.4,3
2020,5/18/21,14,5,TIAM,3,U,1,11.8,17.5,2.7
2020,5/18/21,14,5,TIAM,4,U,4,23.7,26.7,6
2020,5/18/21,14,5,TIAM,5,U,1,36.9,26,5.5
2020,5/18/21,14,5,TIAM,6,U,2,22.7,27.1,5
2020,5/18/21,14,5,TIAM,7,U,2,37,30.5,4.2
2020,5/18/21,14,5,TIAM,8,U,0,35.5,27.5,6
2020,5/18/21,14,5,TIAM,9,U,3,26.8,23,3.8
2020,5/18/21,14,5,TIAM,10,U,1,,25.4,5
2020,5/18/21,14,5,TIAM,11,U,0,32.4,29.8,6
2020,5/18/21,14,5,TIAM,12,U,1,35.8,29,3.7
2020,5/18/21,14,5,TIAM,13,U,0,29.2,19,3.4
2020,5/18/21,14,5,TIAM,14,U,2,31.6,22,4.6
2020,5/18/21,14,5,TIAM,15,U,2,32.6,21,3
2020,5/18/21,14,5,TIAM,16,U,1,30.7,19,3.3
2020,5/18/21,14,5,TIAM,17,U,3,28.6,27,4.5
2020,5/18/21,14,5,TIAM,18,U,1,28.1,26.9,6.5
2020,5/18/21,14,5,TIAM,19,U,1,36.4,28.1,1.5
2020,5/18/21,14,5,TIAM,20,U,0,15.9,27.7,5
2020,5/17/21,14,6,ACRU,1,U,1,13.5,24,3.7
2020,5/17/21,14,6,ACRU,2,U,1,26.5,21.6,2
2020,5/17/21,14,6,ACRU,3,U,0,29.5,18.5,2.5
2020,5/17/21,14,6,ACRU,4,U,1,33.4,36.8,3
2020,5/17/21,14,6,ACRU,5,U,1,26.4,27.5,3.5
2020,5/17/21,14,6,ACRU,6,U,1,19.6,21,4.6
2020,5/17/21,14,6,ACRU,7,U,2,25.7,19.9,2.5
2020,5/17/21,14,6,ACRU,8,U,1,16.1,23.5,4.3
2020,5/17/21,14,6,ACRU,9,U,1,50.9,22,2.8
2020,5/17/21,14,6,ACRU,10,U,3,,26.5,3.5
2020,5/17/21,14,6,ACRU,11,U,2,37.6,25.5,2
2020,5/17/21,14,6,ACRU,12,U,2,33.3,27.6,4.5
2020,5/17/21,14,6,ACRU,13,U,1,27.8,17.5,2.6
2020,5/17/21,14,6,ACRU,14,U,1,34.3,34,3
2020,5/17/21,14,6,ACRU,15,U,1,14.3,24.5,2
2020,5/17/21,14,6,ACRU,16,U,0,31,25,3
2020,5/17/21,14,6,ACRU,17,U,1,39.4,21,2
2020,5/17/21,14,6,ACRU,18,U,1,28.7,21.3,1.5
2020,5/17/21,14,6,ACRU,19,U,2,44.4,17,3.4
2020,5/17/21,14,6,ACRU,20,U,0,18.2,17.5,3
2020,5/17/21,14,6,ACSA,1,U,1,37.9,34.2,4.5
2020,5/17/21,14,6,ACSA,2,U,2,48.9,34,3.7
2020,5/17/21,14,6,ACSA,3,U,3,54.6,29.5,4.5
2020,5/17/21,14,6,ACSA,4,U,1,26.5,37,4
2020,5/17/21,14,6,ACSA,5,U,1,19.4,32.5,2.5
2020,5/17/21,14,6,ACSA,6,U,1,46.2,25,3.1
2020,5/17/21,14,6,ACSA,7,U,1,28,27.5,2.3
2020,5/17/21,14,6,ACSA,8,U,1,28.9,35,3.5
2020,5/17/21,14,6,ACSA,9,U,3,52.2,24,4.3
2020,5/17/21,14,6,ACSA,10,U,3,,31.6,4.5
2020,5/17/21,14,6,ACSA,11,U,2,22.4,17.5,4.6
2020,5/17/21,14,6,ACSA,12,U,0,21.4,22,3.2
2020,5/17/21,14,6,ACSA,13,U,1,30.4,34.5,3.6
2020,5/17/21,14,6,ACSA,14,U,1,33.4,31.9,4.5
2020,5/17/21,14,6,ACSA,15,U,3,53.1,33.5,3.8
2020,5/17/21,14,6,ACSA,16,U,1,25,31.5,3.7
2020,5/17/21,14,6,ACSA,17,U,1,45.4,25.6,2.5
2020,5/17/21,14,6,ACSA,18,U,1,33.7,38.7,3
2020,5/17/21,14,6,ACSA,19,U,1,29.8,30.5,4
2020,5/17/21,14,6,ACSA,20,U,1,36,44.5,4.1
2020,5/17/21,14,6,NYSY,1,U,0,17.2,11,3
2020,5/17/21,14,6,NYSY,2,U,1,12.2,10,3.8
2020,5/17/21,14,6,NYSY,3,U,1,30.2,10,2.7
2020,5/17/21,14,6,NYSY,4,U,0,15.2,14,3.5
2020,5/17/21,14,6,NYSY,5,U,1,24.9,10,4.6
2020,5/17/21,14,6,NYSY,6,U,2,41.2,14,4.6
2020,5/17/21,14,6,NYSY,7,U,1,47.5,19.8,5
2020,5/17/21,14,6,NYSY,8,U,1,51.3,40,5
2020,5/17/21,14,6,NYSY,9,U,0,38.5,15.5,4.5
2020,5/17/21,14,6,NYSY,10,U,0,24.7,13.5,4
2020,5/17/21,14,6,NYSY,11,U,1,18.3,18.8,5
2020,5/17/21,14,6,NYSY,12,U,1,25.7,10,3.9
2020,5/17/21,14,6,NYSY,13,U,0,46.6,14.5,4
2020,5/17/21,14,6,NYSY,14,U,2,41,12,4.1
2020,5/17/21,14,6,NYSY,15,U,1,30.3,12.5,4.8
2020,5/17/21,14,6,NYSY,16,U,3,53.6,11,5.4
2020,5/17/21,14,6,NYSY,17,U,1,39.5,21.8,4.5
2020,5/17/21,14,6,NYSY,18,U,0,24.1,14,4.9
2020,5/17/21,14,6,NYSY,19,U,1,42.4,13.2,4.5
2020,5/17/21,14,6,NYSY,20,U,0,29.2,10,4
2020,5/17/21,14,6,PRSE,1,U,1,25.5,24.5,3
2020,5/17/21,14,6,PRSE,2,U,0,25.6,19.5,3.9
2020,5/17/21,14,6,PRSE,3,U,2,26.3,30.1,4
2020,5/17/21,14,6,PRSE,4,U,1,31.7,31,2.5
2020,5/17/21,14,6,PRSE,5,U,1,32.5,20.1,2
2020,5/17/21,14,6,PRSE,6,U,1,20,16.5,2.4
2020,5/17/21,14,6,PRSE,7,U,3,49,21.4,2
2020,5/17/21,14,6,PRSE,8,U,1,31.6,25.5,5.3
2020,5/17/21,14,6,PRSE,9,U,1,18,20.5,2.7
2020,5/17/21,14,6,PRSE,10,U,1,34.7,18,3.3
2020,5/17/21,14,6,PRSE,11,U,1,25.7,18.5,2.6
2020,5/17/21,14,6,PRSE,12,U,0,31.8,28.9,4.5
2020,5/17/21,14,6,PRSE,13,U,0,16.9,25,4.6
2020,5/17/21,14,6,PRSE,14,U,1,22.7,21.6,3
2020,5/17/21,14,6,PRSE,15,U,2,24.8,33.9,5
2020,5/17/21,14,6,PRSE,16,U,3,48.6,22,3.6
2020,5/17/21,14,6,PRSE,17,U,0,52.8,17.6,1.5
2020,5/17/21,14,6,PRSE,18,U,0,24.1,28,3.5
2020,5/17/21,14,6,PRSE,19,U,1,32.8,24.5,2.5
2020,5/17/21,14,6,PRSE,20,U,2,40.3,23.5,3
2020,5/17/21,14,6,PRSE,21,,,,,
2020,5/17/21,14,6,BELE,1,S,2,53.8,32.5,3.4
2020,5/17/21,14,6,BELE,2,U,2,27.5,31.5,2.7
2020,5/17/21,14,6,BELE,3,U,3,20.9,33,4.9
2020,5/17/21,14,6,BELE,4,U,0,30.2,34,2.5
2020,5/17/21,14,6,BELE,5,U,2,45.4,42,8.8
2020,5/17/21,14,6,BELE,6,U,4,54.3,35,4
2020,5/17/21,14,6,BELE,7,U,0,32.2,39,2.8
2020,5/17/21,14,6,BELE,8,U,1,31.3,30,5.1
2020,5/17/21,14,6,BELE,9,S,2,49.2,38.5,4
2020,5/17/21,14,6,BELE,10,U,2,29,35,7.6
2020,5/17/21,14,6,BELE,11,U,1,46.6,32,2.7
2020,5/17/21,14,6,BELE,12,U,3,35,36.5,3.2
2020,5/17/21,14,6,BELE,13,U,4,29.3,36.5,3.9
2020,5/17/21,14,6,BELE,14,U,3,30,34.5,4.4
2020,5/17/21,14,6,BELE,15,U,2,31.7,37,0.4
2020,5/17/21,14,6,BELE,16,U,3,31.9,35,3.6
2020,5/17/21,14,6,BELE,17,U,1,20.9,33,3.2
2020,5/17/21,14,6,BELE,18,U,1,30.4,32.2,3.2
2020,5/17/21,14,6,BELE,19,U,0,31.5,45.5,6
2020,5/17/21,14,6,BELE,20,U,0,13.2,40.5,3.5
2020,5/17/21,14,6,CACO,1,U,2,34.6,24,4.8
2020,5/17/21,14,6,CACO,2,U,1,23.7,27.5,5.1
2020,5/17/21,14,6,CACO,3,U,4,30.8,28,5
2020,5/17/21,14,6,CACO,4,U,1,36.3,22,3
2020,5/17/21,14,6,CACO,5,U,1,39.8,15.5,3
2020,5/17/21,14,6,CACO,6,U,1,29.3,32.3,4
2020,5/17/21,14,6,CACO,7,U,1,27.1,29.5,4
2020,5/17/21,14,6,CACO,8,U,1,23,29.8,4.4
2020,5/17/21,14,6,CACO,9,U,1,29.2,20,3.7
2020,5/17/21,14,6,CACO,10,U,1,28.2,20,3.3
2020,5/17/21,14,6,CACO,11,U,1,21,23,4
2020,5/17/21,14,6,CACO,12,U,3,39.5,16,2.9
2020,5/17/21,14,6,CACO,13,U,1,39.8,34.5,5.6
2020,5/17/21,14,6,CACO,14,U,2,25.1,20,3.1
2020,5/17/21,14,6,CACO,15,U,3,25.1,21,3.3
2020,5/17/21,14,6,CACO,16,U,2,31.1,29,4.2
2020,5/17/21,14,6,CACO,17,U,1,19.7,34,3.8
2020,5/17/21,14,6,CACO,18,U,2,32.2,17.5,3.2
2020,5/17/21,14,6,CACO,19,U,3,26.3,14,4.2
2020,5/17/21,14,6,CACO,20,U,0,41.3,22,3.6
2020,5/17/21,14,6,QURU,1,U,0,28.1,37,6
2020,5/17/21,14,6,QURU,2,U,2,14.6,32,4
2020,5/17/21,14,6,QURU,3,U,2,28.1,35,6.2
2020,5/17/21,14,6,QURU,4,U,1,30.7,45.5,7
2020,5/17/21,14,6,QURU,5,U,1,31.1,32.5,5.5
2020,5/17/21,14,6,QURU,6,U,0,25.5,38,6.3
2020,5/17/21,14,6,QURU,7,U,3,26.9,47,3.9
2020,5/17/21,14,6,QURU,8,U,2,35.3,42.5,4.4
2020,5/17/21,14,6,QURU,9,U,2,32.1,43,4.9
2020,5/17/21,14,6,QURU,10,U,1,28.5,32,7.4
2020,5/17/21,14,6,QURU,11,U,1,33.8,41,7.1
2020,5/17/21,14,6,QURU,12,U,1,29.9,46,10.9
2020,5/17/21,14,6,QURU,13,S,2,50.9,43.5,8.5
2020,5/17/21,14,6,QURU,14,U,1,30,36,6.7
2020,5/17/21,14,6,QURU,15,U,2,17.9,41.5,7.6
2020,5/17/21,14,6,QURU,16,U,2,26.3,41,8.3
2020,5/17/21,14,6,QURU,17,U,2,23.8,37,9.1
2020,5/17/21,14,6,QURU,18,U,1,18.4,44,9
2020,5/17/21,14,6,QURU,19,U,2,31.8,45,4.6
2020,5/17/21,14,6,QURU,20,U,3,20.9,37,6.1
2020,5/17/21,14,6,TIAM,1,U,0,30.1,29.5,7.3
2020,5/17/21,14,6,TIAM,2,U,1,30.7,22.7,3
2020,5/17/21,14,6,TIAM,3,U,1,37.4,18,4.7
2020,5/17/21,14,6,TIAM,4,U,1,31.8,28,7
2020,5/17/21,14,6,TIAM,5,U,1,34.8,29.5,5
2020,5/17/21,14,6,TIAM,6,U,2,28.9,21.5,3.3
2020,5/17/21,14,6,TIAM,7,U,3,22.5,30.5,6.9
2020,5/17/21,14,6,TIAM,8,U,2,54.4,28.5,5.8
2020,5/17/21,14,6,TIAM,9,U,3,43.5,18.5,2
2020,5/17/21,14,6,TIAM,10,U,2,25.8,29.5,3.5
2020,5/17/21,14,6,TIAM,11,U,3,22.3,24,4.5
2020,5/17/21,14,6,TIAM,12,U,1,28.6,32,5.1
2020,5/17/21,14,6,TIAM,13,U,1,22.4,30,6.2
2020,5/17/21,14,6,TIAM,14,U,1,35,19,4.4
2020,5/17/21,14,6,TIAM,15,U,1,33.3,26,6
2020,5/17/21,14,6,TIAM,16,U,3,26.3,24.5,4
2020,5/17/21,14,6,TIAM,17,U,0,50.8,18,2.8
2020,5/17/21,14,6,TIAM,18,U,2,32.9,23,4.2
2020,5/17/21,14,6,TIAM,19,U,2,29.7,25.5,6.3
2020,5/17/21,14,6,TIAM,20,U,1,29.9,22,3.7
2020,5/17/21,14,7,ACRU,1,U,1,21.9,29,3.6
2020,5/17/21,14,7,ACRU,2,U,1,21.1,22.3,2.4
2020,5/17/21,14,7,ACRU,3,U,2,29.8,25.5,3.1
2020,5/17/21,14,7,ACRU,4,U,1,26.4,29.6,2.5
2020,5/17/21,14,7,ACRU,5,U,1,20.7,26,2.6
2020,5/17/21,14,7,ACRU,6,U,1,17.3,21.5,3.5
2020,5/17/21,14,7,ACRU,7,U,2,42.1,29,4.3
2020,5/17/21,14,7,ACRU,8,U,0,23.7,23.9,3.5
2020,5/17/21,14,7,ACRU,9,U,1,26.4,25,3
2020,5/17/21,14,7,ACRU,10,U,1,18.7,23,3.9
2020,5/17/21,14,7,ACRU,11,U,1,15,22,3.9
2020,5/17/21,14,7,ACRU,12,U,1,12.5,28,4.6
2020,5/17/21,14,7,ACRU,13,U,0,10.6,22,4.1
2020,5/17/21,14,7,ACRU,14,U,1,26,17,3.2
2020,5/17/21,14,7,ACRU,15,U,3,24.2,25.5,2.7
2020,5/17/21,14,7,ACRU,16,U,1,20,32,2.2
2020,5/17/21,14,7,ACRU,17,U,3,29.6,25.5,1.5
2020,5/17/21,14,7,ACRU,18,U,1,29.9,27,5.2
2020,5/17/21,14,7,ACRU,19,U,1,19.1,21,3
2020,5/17/21,14,7,ACRU,20,U,0,15.7,20.5,2.5
2020,5/17/21,14,7,ACSA,1,U,3,19.9,26.5,6
2020,5/17/21,14,7,ACSA,2,U,0,20.5,39.5,5
2020,5/17/21,14,7,ACSA,3,U,1,5.7,49,6.8
2020,5/17/21,14,7,ACSA,4,U,1,27.9,27,3.2
2020,5/17/21,14,7,ACSA,5,U,0,23.1,24,3
2020,5/17/21,14,7,ACSA,6,U,2,17.4,30.9,3.2
2020,5/17/21,14,7,ACSA,7,U,1,10.5,42.5,4.4
2020,5/17/21,14,7,ACSA,8,U,2,13.7,30.8,4.6
2020,5/17/21,14,7,ACSA,9,U,1,18.1,44,5.6
2020,5/17/21,14,7,ACSA,10,U,0,15.3,40,4.7
2020,5/17/21,14,7,ACSA,11,U,1,25.5,41.5,8.1
2020,5/17/21,14,7,ACSA,12,S,1,29.4,26,3.1
2020,5/17/21,14,7,ACSA,13,U,4,24.3,19,2.4
2020,5/17/21,14,7,ACSA,14,U,1,23.6,49,4.4
2020,5/17/21,14,7,ACSA,15,U,2,22.9,46,6.8
2020,5/17/21,14,7,ACSA,16,U,1,18.1,32,2.4
2020,5/17/21,14,7,ACSA,17,U,1,23.3,41,5.5
2020,5/17/21,14,7,ACSA,18,U,0,11.3,35,3.4
2020,5/17/21,14,7,ACSA,19,U,1,22,36,3.4
2020,5/17/21,14,7,ACSA,20,U,1,22,29,3.1
2020,5/17/21,14,7,NYSY,1,U,2,28.4,12,3.4
2020,5/17/21,14,7,NYSY,2,U,4,25.1,9.5,3.7
2020,5/17/21,14,7,NYSY,3,U,3,29.6,13.5,3.5
2020,5/17/21,14,7,NYSY,4,U,1,31.6,16,4.8
2020,5/17/21,14,7,NYSY,5,U,0,13.7,16.5,2.6
2020,5/17/21,14,7,NYSY,6,U,1,28,15,5.4
2020,5/17/21,14,7,NYSY,7,U,1,29.5,13,4.6
2020,5/17/21,14,7,NYSY,8,U,3,22.4,10.5,3.3
2020,5/17/21,14,7,NYSY,9,U,2,24,21.5,3.1
2020,5/17/21,14,7,NYSY,10,U,2,34.8,18.5,3.2
2020,5/17/21,14,7,NYSY,11,U,1,27.5,13,4.1
2020,5/17/21,14,7,NYSY,12,U,1,23.1,19,4.5
2020,5/17/21,14,7,NYSY,13,U,3,16.6,9,2.8
2020,5/17/21,14,7,NYSY,14,U,1,16.3,8.5,2.3
2020,5/17/21,14,7,NYSY,15,U,2,21.6,15.5,3.9
2020,5/17/21,14,7,NYSY,16,U,1,26.2,11,3.5
2020,5/17/21,14,7,NYSY,17,U,0,16.9,19,4.6
2020,5/17/21,14,7,NYSY,18,U,1,21.1,33.1,3.3
2020,5/17/21,14,7,NYSY,19,U,1,23.3,16.5,5.1
2020,5/17/21,14,7,NYSY,20,U,0,12.6,19,4.1
2020,5/17/21,14,7,PRSE,1,U,0,6.9,24.5,2.4
2020,5/17/21,14,7,PRSE,2,U,0,18.4,19.1,2.1
2020,5/17/21,14,7,PRSE,3,U,1,24.5,18.4,2.5
2020,5/17/21,14,7,PRSE,4,U,2,28.9,23,2.6
2020,5/17/21,14,7,PRSE,5,U,1,19.7,28,3.6
2020,5/17/21,14,7,PRSE,6,U,0,13.9,24.2,3
2020,5/17/21,14,7,PRSE,7,U,1,26.7,30,3.1
2020,5/17/21,14,7,PRSE,8,U,3,24.2,24,2.9
2020,5/17/21,14,7,PRSE,9,U,0,15.9,19,2.1
2020,5/17/21,14,7,PRSE,10,U,1,23.5,26,3.9
2020,5/17/21,14,7,PRSE,11,U,1,25.5,22,1.5
2020,5/17/21,14,7,PRSE,12,U,2,23,16,2.2
2020,5/17/21,14,7,PRSE,13,U,1,9.3,15.5,2.7
2020,5/17/21,14,7,PRSE,14,U,2,17,23,2.2
2020,5/17/21,14,7,PRSE,15,U,2,19.2,26,3.9
2020,5/17/21,14,7,PRSE,16,U,0,10.4,20.5,2.5
2020,5/17/21,14,7,PRSE,17,U,0,25.9,23.5,2.4
2020,5/17/21,14,7,PRSE,18,U,1,8.9,18.5,3.3
2020,5/17/21,14,7,PRSE,19,U,2,19.9,28,2.5
2020,5/17/21,14,7,PRSE,20,U,3,23.3,29.8,3.8
2020,5/17/21,14,7,BELE,1,U,0,16.5,31,5.5
2020,5/17/21,14,7,BELE,2,U,1,13.7,37.5,3.3
2020,5/17/21,14,7,BELE,3,U,3,24.3,55,6.2
2020,5/17/21,14,7,BELE,4,U,1,29,41,4.5
2020,5/17/21,14,7,BELE,5,U,0,16,52,5.1
2020,5/17/21,14,7,BELE,6,U,0,21.7,38,4
2020,5/17/21,14,7,BELE,7,U,1,28.3,39,9.5
2020,5/17/21,14,7,BELE,8,U,1,21.9,32.5,3.8
2020,5/17/21,14,7,BELE,9,U,2,26.7,51,4.4
2020,5/17/21,14,7,BELE,10,U,3,14.4,40,4.3
2020,5/17/21,14,7,BELE,11,U,1,31.7,29,3.5
2020,5/17/21,14,7,BELE,12,U,1,21,51,6
